Month,DayOfWeek,UniqueCarrier,AirTime,Dest,IsDepDelay,IsArrDelay,DepHourLocal,OriginAirTemp,OriginAirPressure,OriginWindSpeed,OriginSkyCoverage,OriginPrecip1,DestAirTemp,DestAirPressure,DestWindSpeed,DestSkyCoverage,DestPrecip1
3,1,UA,48.0,CVG,True,True,17,128,103,62.0,2.0,0.0,111,166,31.0,0.0,0.0
10,4,UA,,SAN,False,False,19,67,249,46.0,0.0,0.0,222,146,52.0,1.0,0.0
9,5,AA,,ISP,False,False,9,194,119,41.0,8.0,0.0,222,125,26.0,6.0,
12,1,OO,22.0,AZO,False,False,18,28,301,31.0,7.0,0.0,17,295,31.0,2.0,0.0
3,1,UA,,GSO,False,False,7,61,15,57.0,8.0,0.0,117,126,26.0,8.0,0.0
4,6,AA,54.0,DTW,False,False,13,122,222,52.0,2.0,0.0,211,178,46.0,4.0,0.0
10,4,AA,,PVD,False,False,20,67,249,46.0,0.0,0.0,100,110,46.0,6.0,0.0
1,3,DL,,DFW,False,True,21,-94,341,62.0,8.0,0.0,67,244,46.0,8.0,0.0
10,4,YV,59.0,BNA,True,True,13,33,56,77.0,7.0,0.0,89,143,,8.0,0.0
6,5,MQ,26.0,PIA,True,True,16,211,202,51.0,8.0,0.0,222,192,36.0,4.0,0.0
3,7,UA,,MSP,False,False,10,44,89,41.0,8.0,0.0,33,100,41.0,8.0,0.0
7,1,CO,120.0,IAH,False,False,11,283,142,67.0,7.0,0.0,361,163,0.0,4.0,0.0
12,7,MQ,91.0,LIT,True,True,18,-17,256,26.0,8.0,0.0,156,215,62.0,7.0,0.0
9,4,UA,76.0,DCA,False,False,16,250,66,57.0,,0.0,267,87,41.0,8.0,0.0
1,1,AA,,SAT,False,False,12,17,224,26.0,8.0,0.0,189,180,36.0,8.0,0.0
7,6,AA,,PHX,False,False,12,372,97,67.0,7.0,0.0,422,85,67.0,2.0,0.0
2,6,UA,80.0,IAD,False,False,19,-56,298,88.0,8.0,0.0,-33,285,26.0,8.0,0.0
8,4,UA,242.0,SFO,False,False,12,328,108,57.0,6.0,0.0,217,145,82.0,7.0,0.0
3,1,AA,103.0,EWR,False,True,10,39,338,41.0,,0.0,50,394,31.0,1.0,0.0
8,1,UA,102.0,HPN,False,False,7,222,203,36.0,1.0,0.0,288,129,36.0,0.0,
11,7,MQ,22.0,AZO,False,False,9,-17,255,31.0,4.0,0.0,-17,276,46.0,0.0,0.0
12,7,UA,,CLE,True,False,17,17,256,52.0,8.0,0.0,0,269,0.0,8.0,0.0
4,3,UA,,SJC,False,False,19,61,188,36.0,8.0,10.0,311,9999,62.0,0.0,
7,4,AA,215.0,SAN,False,False,17,283,108,31.0,7.0,0.0,283,148,36.0,4.0,0.0
12,7,NW,45.0,DTW,False,False,14,39,155,26.0,8.0,0.0,28,205,36.0,8.0,0.0
11,7,AA,261.0,LAX,False,True,10,28,257,0.0,8.0,0.0,178,155,62.0,4.0,0.0
9,6,AA,125.0,TPA,False,False,12,267,208,31.0,6.0,0.0,328,137,46.0,7.0,0.0
12,6,AA,240.0,SFO,False,False,19,28,177,31.0,0.0,0.0,139,203,0.0,2.0,0.0
8,1,AA,105.0,EWR,False,True,7,172,261,62.0,4.0,0.0,178,208,98.0,7.0,0.0
11,1,UA,62.0,OMA,False,False,17,56,195,52.0,0.0,0.0,56,285,36.0,0.0,0.0
12,3,MQ,47.0,CMH,False,False,9,6,167,51.0,8.0,0.0,100,202,67.0,0.0,0.0
4,7,AA,115.0,DFW,False,False,6,89,126,26.0,0.0,0.0,222,153,71.0,8.0,0.0
2,1,AA,,ALB,False,False,17,11,296,31.0,7.0,0.0,44,196,41.0,5.0,0.0
8,5,US,88.0,PHL,False,False,20,311,72,46.0,4.0,0.0,306,62,36.0,4.0,0.0
1,4,UA,,DCA,False,False,16,28,132,36.0,8.0,0.0,56,108,41.0,7.0,0.0
5,4,AA,96.0,LGA,False,False,12,250,163,62.0,6.0,0.0,172,235,93.0,7.0,0.0
7,4,UA,106.0,BOS,False,False,8,256,142,0.0,6.0,0.0,322,141,41.0,1.0,0.0
3,1,UA,219.0,LAX,False,False,12,6,116,72.0,8.0,0.0,194,233,46.0,0.0,0.0
10,2,MQ,70.0,SGF,False,False,12,167,174,46.0,8.0,0.0,189,117,51.0,8.0,0.0
1,4,DH,102.0,PWM,False,False,9,-44,246,0.0,8.0,0.0,-133,188,108.0,0.0,0.0
2,1,UA,,EWR,False,False,6,-72,254,31.0,6.0,0.0,0,270,46.0,4.0,0.0
8,3,UA,80.0,IAD,True,False,11,261,149,26.0,2.0,0.0,244,170,41.0,8.0,0.0
8,2,UA,121.0,IAH,False,False,8,261,124,46.0,7.0,0.0,306,171,21.0,7.0,0.0
10,2,YV,73.0,FSD,True,True,12,128,12,67.0,8.0,0.0,78,69,82.0,8.0,0.0
7,4,MQ,48.0,CVG,False,False,8,217,188,41.0,8.0,0.0,261,189,0.0,,0.0
1,5,AA,,MSY,False,False,15,50,156,31.0,8.0,0.0,133,154,41.0,0.0,0.0
6,1,AA,132.0,TPA,True,True,13,178,9983,57.0,8.0,36.0,289,126,51.0,2.0,0.0
3,4,UA,253.0,SJC,False,False,10,44,244,26.0,8.0,0.0,217,206,26.0,8.0,0.0
12,2,OO,175.0,BZN,False,False,10,-17,236,51.0,2.0,0.0,-28,268,21.0,8.0,0.0
8,5,UA,192.0,PHX,False,False,19,239,200,57.0,4.0,0.0,406,69,52.0,4.0,0.0
2,5,UA,71.0,SYR,True,True,21,6,122,41.0,8.0,0.0,-61,157,31.0,2.0,0.0
4,2,UA,,DAY,False,False,8,89,188,41.0,8.0,0.0,172,184,46.0,0.0,0.0
4,3,MQ,77.0,OMA,False,False,11,78,316,41.0,7.0,0.0,72,257,57.0,7.0,0.0
9,4,UA,,ATL,False,False,17,278,92,67.0,6.0,0.0,228,151,52.0,8.0,0.0
6,5,UA,218.0,LAS,True,True,17,228,144,77.0,4.0,0.0,306,71,15.0,4.0,0.0
9,4,AA,,PVD,False,False,13,183,262,41.0,0.0,0.0,117,327,72.0,0.0,0.0
9,5,UA,204.0,GEG,False,False,20,156,132,67.0,8.0,0.0,183,109,52.0,4.0,0.0
11,1,UA,,MIA,False,False,11,111,270,103.0,6.0,0.0,289,178,62.0,2.0,0.0
5,5,AA,,EWR,False,False,14,117,203,62.0,8.0,0.0,167,129,103.0,6.0,0.0
5,2,AA,258.0,LAX,False,True,17,233,32,98.0,8.0,0.0,172,113,46.0,4.0,0.0
3,4,AA,,RNO,False,False,9,-22,232,52.0,8.0,3.0,111,238,26.0,6.0,0.0
3,7,UA,80.0,ATL,True,True,18,61,247,56.0,2.0,0.0,106,222,61.0,2.0,0.0
10,3,MQ,48.0,DSM,False,False,22,106,282,67.0,7.0,0.0,89,164,46.0,8.0,8.0
1,2,AA,,DAY,False,True,16,17,137,72.0,8.0,0.0,72,129,41.0,8.0,0.0
8,6,UA,,LGA,False,False,20,206,239,67.0,3.0,0.0,183,217,67.0,8.0,0.0
3,6,AA,115.0,DFW,False,False,14,178,25,93.0,8.0,0.0,283,65,103.0,2.0,0.0
2,6,UA,59.0,TYS,False,False,8,33,136,57.0,,0.0,111,213,52.0,,0.0
11,1,UA,,MSP,False,False,15,-17,256,41.0,8.0,0.0,-50,281,0.0,1.0,0.0
10,7,UA,90.0,ATL,True,True,17,44,42,134.0,8.0,5.0,194,63,15.0,8.0,0.0
6,7,AA,235.0,PDX,True,True,17,222,182,26.0,8.0,0.0,250,196,62.0,2.0,0.0
1,4,AA,196.0,PHX,True,True,19,-44,377,52.0,2.0,0.0,244,216,31.0,7.0,0.0
6,5,AA,,DSM,False,False,9,278,128,57.0,0.0,0.0,261,80,72.0,8.0,0.0
4,5,MQ,103.0,ORF,False,False,15,211,113,51.0,4.0,0.0,178,190,26.0,8.0,3.0
4,1,XE,54.0,CLE,False,False,18,28,214,77.0,8.0,0.0,50,162,67.0,,20.0
6,2,UA,101.0,LGA,True,True,16,228,102,41.0,8.0,5.0,217,254,62.0,7.0,0.0
10,5,NW,59.0,MSP,False,False,18,128,294,51.0,7.0,0.0,189,219,72.0,4.0,0.0
1,2,UA,127.0,DFW,False,False,15,-39,207,21.0,7.0,0.0,167,162,72.0,7.0,0.0
5,6,AA,48.0,STL,False,False,9,78,57,72.0,8.0,0.0,100,140,88.0,8.0,0.0
4,4,CO,92.0,EWR,True,True,17,100,134,46.0,4.0,0.0,128,112,72.0,4.0,0.0
3,2,AA,162.0,FLL,False,False,11,-11,198,97.0,8.0,0.0,306,126,87.0,2.0,0.0
4,5,AA,,PDX,False,True,9,250,104,72.0,7.0,0.0,106,119,26.0,8.0,25.0
9,4,NW,,BOS,False,False,15,211,171,26.0,1.0,0.0,161,29,67.0,8.0,0.0
11,5,UA,71.0,MCI,False,False,9,-6,158,72.0,2.0,0.0,78,214,46.0,0.0,0.0
7,6,AA,,PIT,False,False,10,267,193,31.0,2.0,0.0,239,181,41.0,8.0,0.0
7,6,AA,,BOS,False,False,10,261,211,46.0,7.0,0.0,311,210,62.0,6.0,0.0
6,1,AA,234.0,SJC,True,True,19,306,177,26.0,7.0,0.0,289,132,82.0,0.0,0.0
4,3,UA,89.0,DCA,False,False,7,-6,273,26.0,2.0,0.0,39,207,67.0,8.0,13.0
8,3,MQ,44.0,EVV,False,False,13,233,118,36.0,7.0,0.0,256,130,36.0,7.0,0.0
5,2,AA,101.0,EWR,False,True,7,228,142,41.0,7.0,0.0,278,103,52.0,7.0,0.0
2,5,UA,,DAY,False,False,6,-28,137,82.0,8.0,3.0,61,58,31.0,8.0,5.0
5,6,MQ,75.0,SYR,False,True,9,128,103,67.0,7.0,0.0,194,89,21.0,8.0,0.0
8,2,UA,48.0,CMH,False,False,16,278,188,41.0,7.0,0.0,272,202,31.0,0.0,0.0
12,6,OO,55.0,LEX,False,False,18,22,162,26.0,4.0,0.0,56,197,21.0,0.0,0.0
7,2,AA,,TUL,False,False,21,261,152,36.0,3.0,0.0,350,96,82.0,5.0,0.0
8,1,UA,54.0,MSP,False,False,18,250,233,46.0,7.0,0.0,256,239,26.0,4.0,0.0
1,3,MQ,65.0,OMA,False,False,11,-28,154,82.0,7.0,0.0,78,190,41.0,0.0,0.0
9,7,AA,,MKE,True,True,20,161,92,67.0,8.0,8.0,167,89,26.0,8.0,0.0
9,7,MQ,68.0,HSV,False,False,17,261,229,46.0,7.0,0.0,306,190,21.0,2.0,0.0
9,4,UA,212.0,LAX,False,False,10,194,191,57.0,4.0,0.0,244,132,46.0,2.0,0.0
6,1,UA,90.0,GSO,True,False,18,306,177,26.0,7.0,0.0,300,219,31.0,4.0,0.0
1,2,AA,178.0,ELP,False,False,12,-22,182,36.0,8.0,0.0,211,143,36.0,2.0,0.0
3,6,MQ,46.0,CMH,False,False,11,33,285,41.0,0.0,0.0,28,236,67.0,8.0,0.0
4,4,DL,84.0,ATL,False,False,10,17,61,67.0,8.0,0.0,211,131,57.0,0.0,0.0
5,4,UA,71.0,MSP,True,True,16,222,117,62.0,7.0,0.0,167,104,67.0,7.0,0.0
10,5,UA,100.0,EWR,True,True,18,189,181,36.0,2.0,0.0,167,220,46.0,8.0,46.0
6,1,HP,,PHX,True,False,6,172,145,26.0,2.0,0.0,339,101,31.0,,0.0
4,2,UA,247.0,SEA,False,True,13,-17,251,82.0,0.0,0.0,122,170,36.0,3.0,0.0
10,2,UA,61.0,BNA,False,True,18,178,206,41.0,7.0,0.0,228,199,26.0,7.0,0.0
7,1,MQ,27.0,MSN,False,False,12,278,172,57.0,4.0,0.0,272,172,67.0,0.0,0.0
8,7,UA,,LGA,False,True,20,328,138,52.0,2.0,0.0,261,128,26.0,6.0,0.0
1,5,UA,83.0,MEM,False,False,12,-6,152,57.0,8.0,0.0,24,185,26.0,8.0,
1,3,UA,51.0,CVG,False,False,8,-128,253,67.0,4.0,0.0,-100,219,52.0,4.0,0.0
7,2,UA,78.0,ATL,False,False,11,294,102,46.0,7.0,0.0,294,120,57.0,4.0,0.0
2,5,AA,206.0,PHX,True,True,22,-6,157,52.0,8.0,0.0,106,225,15.0,0.0,0.0
12,1,UA,232.0,PDX,False,False,10,67,95,36.0,8.0,0.0,78,229,52.0,7.0,0.0
12,2,OO,64.0,OMA,False,False,6,-56,170,41.0,8.0,0.0,-28,86,57.0,0.0,0.0
8,4,UA,43.0,DTW,False,False,11,300,137,67.0,0.0,0.0,306,90,72.0,2.0,0.0
9,6,UA,232.0,PDX,False,False,10,200,190,36.0,8.0,0.0,161,210,41.0,0.0,0.0
9,5,UA,86.0,RIC,False,False,14,233,101,67.0,4.0,0.0,272,89,26.0,4.0,0.0
2,4,UA,,DSM,True,True,22,-67,247,67.0,8.0,0.0,-89,217,36.0,8.0,10.0
5,5,AA,,GRR,False,False,10,267,77,93.0,6.0,0.0,233,61,93.0,2.0,0.0
3,3,UA,119.0,EWR,True,True,16,39,145,77.0,7.0,0.0,6,106,67.0,8.0,13.0
7,4,UA,,GRR,True,True,21,272,87,72.0,5.0,0.0,261,87,41.0,8.0,0.0
7,3,AA,234.0,SJC,False,False,15,328,150,36.0,7.0,0.0,220,167,51.0,2.0,
6,7,NW,52.0,MSP,False,False,13,244,150,62.0,,0.0,156,106,41.0,,3.0
3,4,MQ,87.0,ICT,True,True,15,28,148,36.0,8.0,0.0,200,186,57.0,4.0,0.0
4,3,AA,,MSP,False,False,13,117,186,52.0,8.0,0.0,61,132,41.0,8.0,3.0
11,2,UA,,PIT,False,False,11,-6,206,67.0,8.0,0.0,6,273,41.0,1.0,0.0
6,1,UA,33.0,IND,False,False,8,250,119,31.0,8.0,0.0,239,142,41.0,8.0,0.0
10,4,UA,119.0,LGA,True,True,15,244,147,67.0,7.0,0.0,178,243,31.0,7.0,0.0
3,4,AA,182.0,ELP,False,True,11,-28,24,67.0,8.0,0.0,211,126,26.0,0.0,0.0
4,7,UA,97.0,ORF,False,False,7,28,200,26.0,2.0,0.0,61,128,46.0,8.0,0.0
5,5,OH,47.0,CVG,False,False,8,117,135,46.0,4.0,0.0,194,90,46.0,8.0,0.0
6,3,AA,,SFO,False,False,15,261,99,46.0,8.0,0.0,178,183,93.0,6.0,0.0
7,7,UA,83.0,BWI,False,False,9,200,267,52.0,7.0,0.0,222,232,52.0,8.0,0.0
9,3,UA,60.0,MSP,False,False,14,183,216,15.0,2.0,0.0,172,171,57.0,8.0,0.0
1,1,TW,,STL,False,False,22,-11,266,41.0,8.0,0.0,106,253,26.0,5.0,0.0
8,7,NW,49.0,DTW,False,False,14,244,137,31.0,4.0,0.0,172,166,41.0,8.0,0.0
8,2,AA,,SYR,False,False,7,178,155,46.0,8.0,13.0,294,120,62.0,6.0,0.0
4,3,UA,,MCO,False,False,20,122,172,52.0,8.0,0.0,239,153,62.0,2.0,0.0
9,3,NW,,MSP,False,False,9,189,193,46.0,0.0,0.0,206,93,88.0,0.0,0.0
12,3,UA,492.0,HNL,False,False,10,17,76,57.0,7.0,0.0,244,127,41.0,2.0,0.0
3,1,UA,248.0,LAX,False,False,7,28,234,36.0,8.0,0.0,128,161,36.0,2.0,0.0
4,3,OO,103.0,ICT,True,True,15,228,218,62.0,2.0,0.0,167,125,88.0,8.0,0.0
2,2,UA,,SEA,False,False,13,61,167,31.0,8.0,0.0,39,113,77.0,8.0,0.0
6,6,CO,,EWR,False,False,8,228,196,31.0,6.0,0.0,283,196,31.0,3.0,0.0
6,2,NW,47.0,DTW,True,True,11,133,168,46.0,8.0,0.0,150,192,26.0,8.0,0.0
6,4,UA,,SLC,False,True,19,283,148,72.0,2.0,0.0,256,16,41.0,7.0,0.0
9,3,UA,34.0,IND,True,True,17,122,57,41.0,8.0,0.0,139,92,46.0,8.0,3.0
10,5,UA,,PHL,False,False,9,128,191,67.0,2.0,0.0,133,312,52.0,0.0,0.0
12,4,UA,216.0,SAN,False,False,12,39,296,36.0,,0.0,167,257,77.0,0.0,0.0
10,5,MQ,43.0,CVG,False,False,12,139,178,51.0,6.0,0.0,206,160,26.0,4.0,0.0
10,5,UA,111.0,BOS,False,False,14,144,150,46.0,8.0,0.0,72,224,57.0,7.0,0.0
7,7,AA,127.0,TPA,False,False,9,178,158,41.0,,0.0,317,193,41.0,,0.0
2,4,AA,174.0,ELP,True,False,19,61,68,46.0,8.0,0.0,183,54,124.0,2.0,0.0
2,4,OO,39.0,MBS,False,False,6,-128,225,21.0,0.0,0.0,-128,236,0.0,0.0,0.0
3,3,AA,51.0,RST,False,False,9,61,122,82.0,4.0,0.0,11,185,93.0,7.0,0.0
3,2,MQ,99.0,BDL,False,False,13,-50,339,46.0,8.0,0.0,-111,252,98.0,0.0,0.0
10,4,AA,,SNA,False,True,15,228,119,62.0,8.0,0.0,200,9999,77.0,2.0,
6,7,UA,33.0,IND,False,False,16,311,111,0.0,4.0,0.0,261,133,52.0,7.0,0.0
3,1,NW,,MSP,False,False,18,0,187,67.0,8.0,0.0,-50,278,77.0,0.0,0.0
12,2,AA,131.0,IAH,False,False,15,44,181,67.0,7.0,0.0,167,185,57.0,8.0,0.0
3,6,AA,,LAX,True,True,15,0,218,72.0,7.0,0.0,167,175,57.0,7.0,0.0
7,4,MQ,59.0,BNA,True,True,12,261,190,46.0,4.0,0.0,311,132,36.0,7.0,0.0
1,4,AA,,RNO,False,False,9,22,9975,52.0,8.0,0.0,33,291,0.0,8.0,0.0
1,6,AA,210.0,LAS,False,False,9,-122,226,67.0,0.0,0.0,128,213,26.0,2.0,0.0
8,2,CO,137.0,IAH,True,True,17,239,106,46.0,8.0,0.0,333,123,62.0,4.0,0.0
4,4,UA,87.0,EWR,False,False,6,122,9978,103.0,2.0,0.0,89,178,31.0,8.0,0.0
4,5,UA,,SYR,True,False,17,156,189,52.0,0.0,0.0,72,45,26.0,4.0,0.0
12,2,MQ,33.0,TOL,False,False,7,-28,60,52.0,2.0,0.0,-28,93,57.0,0.0,0.0
6,2,NW,,DTW,False,False,14,244,175,41.0,3.0,0.0,250,161,26.0,2.0,0.0
7,5,US,85.0,BWI,False,False,21,261,135,41.0,4.0,0.0,311,73,21.0,7.0,0.0
11,1,NW,59.0,MSP,False,False,17,67,86,52.0,8.0,0.0,61,74,36.0,8.0,0.0
8,3,AA,219.0,LAX,False,False,7,239,222,15.0,,0.0,269,139,21.0,,0.0
7,2,UA,100.0,BOS,True,True,9,278,136,26.0,8.0,0.0,178,166,15.0,8.0,8.0
11,4,UA,,IAH,False,False,15,83,157,62.0,8.0,0.0,133,246,52.0,8.0,0.0
8,2,UA,,SJC,False,False,12,267,212,67.0,5.0,0.0,272,9999,41.0,0.0,
11,7,AA,,LAX,True,False,20,0,279,31.0,6.0,0.0,194,161,41.0,7.0,0.0
6,3,UA,,BOS,False,False,18,194,243,82.0,3.0,0.0,133,200,26.0,2.0,0.0
10,5,TW,,STL,False,False,19,94,212,46.0,2.0,0.0,150,171,62.0,0.0,0.0
7,1,UA,,ALB,False,False,20,256,145,36.0,2.0,0.0,233,72,51.0,8.0,0.0
11,6,MQ,53.0,CMH,False,False,14,-22,131,88.0,7.0,0.0,0,65,103.0,8.0,0.0
12,1,MQ,23.0,GRR,True,True,21,56,119,41.0,8.0,0.0,39,153,52.0,8.0,0.0
9,3,UA,227.0,SEA,False,False,8,250,199,52.0,8.0,0.0,156,226,26.0,8.0,0.0
4,4,UA,49.0,STL,False,False,8,167,9928,98.0,,0.0,206,9966,93.0,8.0,0.0
12,7,UA,56.0,MSP,False,False,22,56,247,31.0,7.0,0.0,33,256,21.0,0.0,0.0
8,2,UA,48.0,DTW,True,False,14,306,141,52.0,6.0,0.0,222,169,41.0,8.0,0.0
7,4,UA,,SDF,True,True,15,194,91,31.0,8.0,28.0,317,95,67.0,2.0,0.0
8,3,MQ,72.0,HSV,True,True,8,256,108,0.0,7.0,0.0,322,156,26.0,2.0,0.0
7,1,UA,174.0,SLC,False,False,9,272,124,62.0,1.0,0.0,311,138,26.0,4.0,0.0
2,7,UA,59.0,MSP,False,False,15,44,18,82.0,8.0,0.0,50,101,77.0,2.0,0.0
1,5,UA,,MEM,False,False,12,50,167,26.0,8.0,0.0,61,162,36.0,8.0,0.0
7,5,AA,,PDX,False,False,18,256,143,67.0,6.0,0.0,206,209,46.0,8.0,0.0
2,3,UA,140.0,IAH,True,True,9,22,182,67.0,8.0,0.0,217,198,62.0,8.0,0.0
4,6,AA,70.0,ROC,False,False,14,61,292,41.0,7.0,0.0,17,272,72.0,2.0,0.0
10,2,AA,220.0,LAS,False,False,9,256,213,46.0,0.0,0.0,233,129,108.0,0.0,0.0
12,4,UA,33.0,IND,False,False,18,-56,214,41.0,8.0,0.0,-28,227,36.0,8.0,0.0
8,4,MQ,38.0,TVC,True,True,10,250,121,36.0,8.0,0.0,244,149,36.0,4.0,0.0
9,2,UA,92.0,LGA,True,True,12,256,184,15.0,0.0,0.0,300,112,52.0,4.0,0.0
5,1,MQ,35.0,TOL,False,False,12,133,173,57.0,8.0,0.0,206,210,46.0,0.0,0.0
4,2,US,,PIT,False,False,20,100,43,82.0,8.0,0.0,156,78,41.0,8.0,3.0
4,5,DH,26.0,PIA,False,False,10,106,185,46.0,7.0,0.0,133,187,31.0,0.0,0.0
10,6,UA,87.0,PHL,False,False,7,89,79,41.0,0.0,0.0,189,89,51.0,7.0,0.0
1,5,AA,,CVG,False,False,7,-128,336,72.0,0.0,0.0,-22,294,67.0,6.0,0.0
4,6,UA,,MBS,False,False,15,178,96,52.0,7.0,0.0,133,122,51.0,2.0,
7,2,UA,101.0,LGA,False,False,10,261,152,21.0,8.0,0.0,322,120,41.0,6.0,0.0
6,1,MQ,25.0,CMI,False,False,19,283,189,57.0,2.0,0.0,294,181,26.0,0.0,0.0
10,6,MQ,77.0,ROC,False,False,16,189,250,26.0,2.0,0.0,128,291,26.0,2.0,0.0
12,4,UA,68.0,LNK,False,False,9,-50,207,62.0,0.0,0.0,-11,227,0.0,8.0,0.0
9,2,TW,,MCI,True,False,20,122,301,67.0,0.0,0.0,183,271,41.0,0.0,0.0
7,2,MQ,48.0,SDF,True,True,13,272,86,62.0,8.0,0.0,356,120,57.0,7.0,0.0
7,6,UA,222.0,PDX,False,False,15,239,138,67.0,4.0,0.0,272,122,36.0,7.0,0.0
5,7,UA,82.0,CLT,False,False,7,100,9955,113.0,8.0,0.0,233,105,41.0,8.0,0.0
5,7,MQ,80.0,IAD,False,False,11,139,159,82.0,8.0,0.0,156,215,15.0,8.0,0.0
5,4,AA,144.0,BOS,False,True,13,178,91,36.0,5.0,0.0,83,75,77.0,8.0,8.0
8,7,OH,45.0,CVG,False,False,10,256,160,46.0,4.0,0.0,278,167,0.0,4.0,0.0
5,3,OO,48.0,CVG,False,False,7,228,212,46.0,7.0,0.0,256,251,36.0,2.0,0.0
12,3,CO,,EWR,False,False,20,-6,126,52.0,8.0,0.0,28,129,36.0,0.0,0.0
3,4,UA,119.0,DFW,False,False,14,102,194,52.0,2.0,0.0,150,166,36.0,7.0,0.0
3,1,NW,40.0,DTW,True,True,21,-11,244,72.0,8.0,0.0,-50,342,57.0,8.0,0.0
1,4,AA,182.0,PHX,False,False,9,11,169,46.0,8.0,0.0,228,260,61.0,0.0,0.0
2,1,UA,90.0,LGA,False,False,15,-6,289,46.0,8.0,0.0,-39,253,93.0,0.0,0.0
11,5,DL,,DFW,False,True,14,111,248,41.0,7.0,0.0,167,80,31.0,8.0,0.0
9,1,AA,95.0,BDL,False,False,8,194,103,57.0,7.0,0.0,222,118,51.0,8.0,0.0
7,4,MQ,83.0,ICT,False,False,14,306,177,46.0,7.0,0.0,333,136,67.0,7.0,0.0
8,7,UA,97.0,LGA,False,False,19,272,135,57.0,7.0,0.0,272,94,67.0,4.0,0.0
8,1,UA,,ABE,True,True,17,183,250,72.0,8.0,0.0,250,136,26.0,8.0,0.0
12,2,AA,85.0,BWI,False,False,21,39,204,26.0,0.0,0.0,-6,235,15.0,7.0,0.0
5,3,UA,77.0,IAD,False,False,12,256,139,52.0,8.0,0.0,300,181,15.0,7.0,0.0
10,6,UA,,CMH,False,False,14,233,212,72.0,7.0,0.0,105,262,15.0,2.0,
2,3,UA,,IAH,False,False,19,-22,266,57.0,8.0,0.0,194,157,31.0,8.0,3.0
4,2,AA,,RST,False,False,16,300,108,93.0,3.0,0.0,261,57,82.0,7.0,0.0
8,4,UA,71.0,IAD,True,True,21,217,125,31.0,8.0,0.0,233,156,21.0,8.0,
8,2,UA,56.0,MSP,False,False,8,233,172,31.0,0.0,0.0,217,187,0.0,0.0,0.0
2,3,AA,,MSN,False,False,7,-33,284,36.0,6.0,0.0,-17,260,52.0,8.0,0.0
8,5,UA,89.0,RDU,False,False,21,267,174,36.0,4.0,0.0,272,224,26.0,4.0,0.0
3,7,UA,233.0,PDX,False,False,15,33,176,62.0,8.0,0.0,78,200,31.0,7.0,0.0
6,2,UA,,DTW,False,False,14,333,96,52.0,0.0,0.0,333,59,82.0,1.0,0.0
7,1,UA,,ROC,False,True,17,267,152,67.0,0.0,0.0,267,156,31.0,7.0,0.0
5,1,UA,76.0,DCA,False,True,9,156,122,26.0,8.0,3.0,211,254,57.0,8.0,0.0
12,7,UA,92.0,PHL,False,False,8,-150,268,0.0,4.0,0.0,17,109,108.0,4.0,0.0
6,1,MQ,105.0,HPN,False,False,19,183,5,62.0,8.0,0.0,183,9962,26.0,7.0,0.0
2,1,UA,,MCI,False,True,10,17,121,88.0,8.0,5.0,61,52,52.0,8.0,0.0
8,4,UA,78.0,CLT,False,False,18,200,209,93.0,2.0,0.0,283,64,15.0,4.0,0.0
6,1,UA,52.0,MSP,False,False,11,222,238,57.0,2.0,0.0,261,247,41.0,2.0,0.0
7,7,AA,262.0,SJU,False,True,7,189,215,31.0,,0.0,272,188,72.0,,8.0
7,4,MQ,61.0,BNA,True,True,12,244,198,46.0,6.0,0.0,272,179,15.0,,0.0
2,3,AA,88.0,ATL,False,False,9,33,9999,62.0,8.0,0.0,83,293,26.0,8.0,0.0
2,6,AS,259.0,SEA,False,False,16,-139,389,61.0,0.0,0.0,67,271,61.0,2.0,0.0
3,2,AA,90.0,PHL,False,False,14,-22,217,36.0,7.0,0.0,33,269,41.0,2.0,0.0
8,5,AA,,DTW,False,False,7,194,194,21.0,0.0,0.0,233,215,26.0,3.0,0.0
6,2,OO,29.0,FWA,False,False,8,211,149,46.0,7.0,0.0,217,142,20.0,2.0,0.0
9,5,UA,46.0,DTW,True,True,18,222,128,15.0,8.0,0.0,233,172,36.0,4.0,0.0
10,1,CO,,CLE,False,False,8,56,241,26.0,0.0,0.0,106,226,62.0,5.0,0.0
7,4,AA,144.0,SAT,False,False,12,306,172,26.0,4.0,0.0,339,193,67.0,2.0,0.0
10,6,AA,54.0,BNA,True,False,19,67,50,88.0,8.0,0.0,150,127,46.0,7.0,0.0
10,6,MQ,25.0,GRR,False,False,10,161,88,46.0,2.0,0.0,172,70,108.0,2.0,0.0
4,6,UA,44.0,CLE,False,False,7,67,261,72.0,7.0,0.0,122,276,31.0,4.0,0.0
7,7,AA,42.0,STL,False,False,11,239,107,67.0,2.0,0.0,283,149,67.0,4.0,0.0
5,4,UA,104.0,BDL,False,False,7,100,91,41.0,,0.0,117,194,36.0,8.0,0.0
6,4,MQ,81.0,SYR,False,False,20,183,240,57.0,0.0,0.0,178,188,67.0,2.0,0.0
1,4,DH,70.0,CRW,False,False,14,-22,218,46.0,7.0,0.0,17,242,0.0,8.0,0.0
9,3,UA,88.0,PHL,False,False,10,183,250,52.0,2.0,0.0,233,256,52.0,8.0,0.0
6,5,CO,48.0,CLE,False,False,18,278,92,62.0,4.0,0.0,267,91,31.0,4.0,0.0
2,7,CO,91.0,EWR,False,False,9,17,15,103.0,8.0,0.0,50,213,21.0,8.0,25.0
